userID,trajID,poiID,startTime,endTime,#photo,trajLen,poiDuration
25501326@N02,139,22,1326195676,1326195689,2,1,13
25501326@N02,140,22,1364019261,1364019261,1,1,0
25549340@N00,141,8,1380953152,1380957432,7,1,4280
25619049@N04,142,24,1319951066,1319951066,1,1,0
25888083@N00,143,25,1211596776,1211596806,2,1,30
25888083@N00,144,7,1212911668,1212911711,2,1,43
25888083@N00,145,7,1224491176,1224491176,1,1,0
25888083@N00,146,16,1230867296,1230867296,1,1,0
25888083@N00,147,7,1248782346,1248782360,3,1,14
25888083@N00,148,25,1251769662,1251769670,2,1,8
25888083@N00,149,5,1260188679,1260188679,1,1,0
26400747@N03,150,6,1263089562,1263089562,1,1,0
26414679@N05,151,4,1292648406,1292673381,40,1,24975
26414679@N05,152,5,1300551679,1300551679,1,2,0
26414679@N05,152,28,1300548341,1300550305,3,2,1964
26456204@N07,153,21,1252740673,1252740673,1,1,0
26678013@N00,154,1,1204954109,1204961356,31,3,7247
26678013@N00,154,28,1204981775,1204981775,1,3,0
26678013@N00,154,2,1204953870,1204954005,4,3,135
26757052@N04,155,24,1348143273,1348143273,1,1,0
26775981@N05,156,21,1310107096,1310107096,1,1,0
26775981@N05,157,5,1321717806,1321717806,1,1,0
26989796@N03,158,20,1303984994,1303984994,1,1,0
27412055@N03,159,28,1397859355,1397859355,1,1,0
27568262@N00,160,8,1196137706,1196137706,1,2,0
27568262@N00,160,6,1196145683,1196153867,11,2,8184
27921677@N00,161,20,1206016367,1206017731,2,3,1364
27921677@N00,161,21,1206020399,1206020399,1,3,0
27921677@N00,161,5,1206006838,1206008304,5,3,1466
27921677@N00,162,1,1206070947,1206075241,19,2,4294
27921677@N00,162,2,1206069744,1206084033,8,2,14289
27921677@N00,163,21,1206114745,1206114800,2,1,55
27921677@N00,164,20,1206181111,1206183092,3,1,1981
28085557@N00,165,22,1284259299,1284260701,3,2,1402
28085557@N00,165,8,1284255524,1284255799,2,2,275
28808573@N04,166,4,1356235648,1356254571,5,1,18923
29200401@N03,167,4,1382878144,1382878144,1,1,0
29200401@N03,168,1,1382957151,1382957151,1,1,0
29242611@N05,169,20,1364897078,1364897078,1,1,0
29242611@N05,170,20,1365028998,1365029006,2,1,8
29242611@N05,171,20,1365158080,1365160699,4,1,2619
29242611@N05,172,20,1365204358,1365204358,1,1,0
29298454@N00,173,6,1341371882,1341371882,1,1,0
29298454@N00,174,7,1342779459,1342779459,1,1,0
29298454@N00,175,7,1344247892,1344247892,1,1,0
29298454@N00,176,7,1346405306,1346406852,2,1,1546
29664906@N04,177,6,1311682308,1311682308,1,1,0
29749840@N02,178,20,1346071252,1346077534,8,1,6282
29833755@N08,179,7,1296537132,1296537132,1,1,0
29925521@N06,180,6,1333161928,1333161928,1,1,0
29989965@N00,181,8,1325243257,1325244439,5,5,1182
29989965@N00,181,20,1325238565,1325238565,1,5,0
29989965@N00,181,1,1325209604,1325220228,34,5,10624
29989965@N00,181,22,1325225024,1325235844,10,5,10820
29989965@N00,181,2,1325208257,1325221651,6,5,13394
30099537@N02,182,2,1246480803,1246480803,1,1,0
30125839@N00,183,6,1384910815,1384916379,2,1,5564
30125839@N00,184,20,1385425529,1385425529,1,1,0
30254149@N02,185,6,1364637323,1364637323,1,1,0
30254149@N02,186,8,1364742649,1364742649,1,1,0
30447586@N00,187,7,1360746412,1360746412,1,1,0
30717090@N06,188,8,1255195573,1255199065,5,2,3492
30717090@N06,188,1,1255205038,1255211933,13,2,6895
30788820@N02,189,24,1382188652,1382189728,2,1,1076
30788820@N02,190,24,1382281677,1382281677,1,1,0
30806197@N02,191,6,1366277215,1366277215,1,1,0
30806197@N02,192,15,1366605895,1366605895,1,1,0
30983068@N06,193,24,1369609669,1369609669,1,1,0
30983068@N06,194,21,1369649233,1369649233,1,2,0
30983068@N06,194,20,1369649658,1369655645,3,2,5987
30983068@N06,195,20,1369738520,1369738551,3,2,31
30983068@N06,195,8,1369715028,1369715667,2,2,639
30983068@N06,196,22,1369819271,1369825282,15,1,6011
30983068@N06,197,28,1370079181,1370083789,8,2,4608
30983068@N06,197,5,1370074493,1370075003,3,2,510
30983068@N06,198,6,1370137768,1370137768,1,1,0
30983068@N06,199,28,1370171497,1370171497,1,1,0
30983068@N06,200,6,1370245357,1370245357,1,1,0
31338008@N08,201,21,1339476714,1339476714,1,1,0
31484513@N00,202,24,1289668776,1289668776,1,1,0
31484513@N00,203,21,1289702228,1289702228,1,1,0
31484513@N00,204,7,1293178015,1293178181,2,1,166
31484513@N00,205,1,1293248472,1293248472,1,1,0
31484513@N00,206,21,1293320608,1293320608,1,2,0
31484513@N00,206,25,1293342555,1293342555,1,2,0
31484513@N00,207,28,1299233892,1299241650,2,1,7758
31484513@N00,208,24,1299399608,1299399608,1,1,0
31484513@N00,209,18,1311477594,1311499227,3,1,21633
31484513@N00,210,18,1311598415,1311598677,2,1,262
31484513@N00,211,20,1312692300,1312692300,1,1,0
31484513@N00,212,8,1314529986,1314529986,1,1,0
31484513@N00,213,10,1316415108,1316418098,2,1,2990
31484513@N00,214,7,1316764417,1316764417,1,1,0
31484513@N00,215,15,1317530000,1317532826,4,1,2826
31484513@N00,216,21,1317913001,1317913001,1,1,0
31484513@N00,217,21,1318137474,1318137684,2,1,210
31484513@N00,218,7,1319342043,1319342670,4,1,627
31484513@N00,219,7,1319627390,1319627390,1,1,0
31484513@N00,220,18,1319872508,1319873788,2,1,1280
31484513@N00,221,5,1321683672,1321683672,1,1,0
31484513@N00,222,28,1322300390,1322302738,3,1,2348
31484513@N00,223,5,1324125137,1324125137,1,1,0
31484513@N00,224,7,1324195452,1324195452,1,1,0
31484513@N00,225,20,1324706847,1324707596,2,2,749
31484513@N00,225,21,1324705719,1324709175,2,2,3456
31484513@N00,226,18,1325349268,1325349268,1,1,0
31484513@N00,227,22,1327726548,1327737498,6,1,10950
31484513@N00,228,8,1333719793,1333719793,1,1,0
31484513@N00,229,20,1336803476,1336822331,3,1,18855
31484513@N00,230,28,1338640609,1338650694,5,1,10085
31484513@N00,231,22,1339748466,1339748466,1,1,0
31484513@N00,232,6,1339832815,1339847328,4,1,14513
31484513@N00,233,23,1340347473,1340347473,1,1,0
31484513@N00,234,8,1340451913,1340451913,1,1,0
31484513@N00,235,20,1342162575,1342184942,3,1,22367
31484513@N00,236,8,1343419450,1343421550,2,1,2100
31484513@N00,237,7,1350045000,1350053839,4,1,8839
31484513@N00,238,7,1350114990,1350115838,3,1,848
31484513@N00,239,22,1350195382,1350195423,2,3,41
31484513@N00,239,7,1350207003,1350207003,1,3,0
31484513@N00,239,10,1350188955,1350194177,2,3,5222
31484513@N00,240,28,1350655393,1350658659,3,1,3266
31484513@N00,241,7,1350913280,1350913280,1,1,0
31484513@N00,242,6,1354359165,1354359165,1,1,0
31484513@N00,243,10,1359786108,1359786108,1,1,0
31784544@N00,244,20,1257845581,1257845581,1,1,0
32006782@N00,245,8,1384874438,1384874560,2,2,122
32006782@N00,245,21,1384896754,1384903003,3,2,6249
32006782@N00,246,21,1384965032,1384965032,1,1,0
32006782@N00,247,21,1384995690,1384995690,1,1,0
32006782@N00,248,20,1385160983,1385166589,3,1,5606
32006782@N00,249,6,1385476969,1385476969,1,2,0
32006782@N00,249,21,1385476851,1385476851,1,2,0
32006782@N00,250,8,1385587854,1385587854,1,1,0
32635026@N00,251,15,1296362000,1296366397,10,1,4397
32697239@N04,252,1,1381299673,1381299673,1,1,0
32877343@N07,253,6,1191670840,1191671182,2,1,342
32877343@N07,254,22,1191720582,1191720582,1,1,0
32884848@N07,255,18,1145770280,1145771350,10,2,1070
32884848@N07,255,8,1145777615,1145778107,2,2,492
32884848@N07,256,10,1145927653,1145928326,4,2,673
32884848@N07,256,22,1145929025,1145932020,13,2,2995
33048476@N08,257,16,1299290730,1299290730,1,1,0
33195821@N00,258,8,1112281200,1112281200,1,1,0
33624291@N04,259,16,1386374575,1386374606,3,1,31
33634478@N00,260,18,1294124634,1294124953,2,1,319
33634478@N00,261,21,1294217564,1294217564,1,1,0
33634478@N00,262,18,1294373047,1294373498,5,1,451
33634478@N00,263,18,1294893684,1294893684,1,2,0
33634478@N00,263,15,1294896671,1294897308,5,2,637
33634478@N00,264,5,1295436608,1295449008,3,1,12400
33634478@N00,265,5,1295946755,1295946755,1,1,0
33634478@N00,266,21,1298189306,1298189306,1,1,0
33634478@N00,267,2,1298977777,1298977958,2,1,181
33634478@N00,268,7,1300164144,1300166418,2,1,2274
33634478@N00,269,15,1300675996,1300677081,3,2,1085
33634478@N00,269,20,1300688607,1300688607,1,2,0
33634478@N00,270,7,1304743590,1304743590,1,1,0
33634478@N00,271,7,1315803362,1315803362,1,1,0
33634478@N00,272,5,1317193815,1317193815,1,1,0
33634478@N00,273,7,1319612553,1319614854,2,1,2301
33634478@N00,274,21,1320837865,1320837865,1,1,0
33634478@N00,275,21,1322545828,1322545828,1,1,0
33634478@N00,276,21,1323508057,1323508057,1,1,0
33634478@N00,277,20,1325754276,1325754276,1,1,0
33634478@N00,278,7,1348638641,1348638641,1,1,0
33634478@N00,279,6,1383982550,1383982550,1,1,0
33634478@N00,280,18,1389340660,1389341698,2,1,1038
33752889@N08,281,21,1283836119,1283845030,17,1,8911
33817101@N02,282,6,1239388029,1239389839,27,1,1810
33888437@N06,283,22,1249987707,1249987707,1,1,0
34850133@N03,284,4,1254538080,1254538080,1,1,0
34977761@N06,285,25,1299036220,1299045363,5,1,9143
34977761@N06,286,7,1335423926,1335423926,1,1,0
35028640@N00,287,2,1116549945,1116549945,1,1,0
35034349721@N01,288,6,1289115569,1289115569,1,1,0
35034350382@N01,289,1,1252336471,1252338639,16,1,2168
35034350382@N01,290,1,1252422588,1252423225,8,1,637
35043861@N08,291,1,1233241200,1233241212,13,1,12
35043861@N08,292,4,1233327616,1233327616,1,1,0
35180387@N04,293,4,1353283929,1353317091,24,1,33162
35336901@N00,294,21,1285213811,1285213811,1,1,0
35336901@N00,295,18,1294133749,1294133749,1,1,0
35336901@N00,296,2,1299020241,1299020241,1,1,0
35336901@N00,297,7,1319612239,1319614876,2,1,2637
35391423@N00,298,8,1334113369,1334114734,4,4,1365
35391423@N00,298,5,1334143148,1334144340,3,4,1192
35391423@N00,298,1,1334126823,1334126823,1,4,0
35391423@N00,298,2,1334131056,1334135104,6,4,4048
35391423@N00,299,21,1334224135,1334224135,1,1,0
35391423@N00,300,5,1334286427,1334286489,2,2,62
35391423@N00,300,6,1334289329,1334293448,5,2,4119
35391423@N00,301,1,1334452701,1334455794,17,2,3093
35391423@N00,301,2,1334451695,1334451871,4,2,176
35955268@N00,302,22,1258261869,1258261869,1,1,0
36064583@N03,303,20,1378297672,1378297672,1,1,0
36064583@N03,304,20,1382797810,1382797810,1,1,0
36064583@N03,305,20,1394675323,1394675323,1,1,0
36093266@N06,306,8,1322633973,1322633989,3,1,16
36093266@N06,307,8,1322673170,1322673204,2,1,34
36328344@N04,308,8,1316183926,1316184428,3,1,502
36330824413@N01,309,5,1352648568,1352648568,1,3,0
36330824413@N01,309,21,1352648465,1352648465,1,3,0
36330824413@N01,309,8,1352621522,1352623654,5,3,2132
36330824413@N01,310,5,1352710119,1352711713,4,1,1594
36362496@N02,311,22,1334188839,1334188839,1,1,0
36516818@N00,312,21,1139125827,1139125827,1,1,0
36521977832@N01,313,28,1334366878,1334366878,1,1,0
36521977832@N01,314,6,1334610090,1334610090,1,1,0
36521984920@N01,315,1,1236931603,1236931603,1,1,0
36521984920@N01,316,28,1250338186,1250338189,2,2,3
36521984920@N01,316,21,1250331543,1250333700,5,2,2157
36521984920@N01,317,5,1250434095,1250461478,2,1,27383
36521984920@N01,318,8,1292988091,1292988091,1,2,0
36521984920@N01,318,7,1292984401,1292984401,1,2,0
36521984920@N01,319,7,1293019974,1293021831,5,1,1857
36521984920@N01,320,1,1293076570,1293094043,10,2,17473
36521984920@N01,320,2,1293076265,1293076265,1,2,0
36749444@N06,321,21,1388058834,1388061275,3,1,2441
36791303@N00,322,19,1357730051,1357730613,8,1,562
36856587@N00,323,1,1232939355,1232959117,6,1,19762
36856587@N00,324,1,1233148361,1233148455,2,1,94
36856587@N00,325,1,1294118971,1294136028,8,1,17057
36856587@N00,326,22,1348295626,1348295626,1,1,0
36856587@N00,327,22,1385881009,1385886156,5,1,5147
36976184@N02,328,3,1241397697,1241397697,1,2,0
36976184@N02,328,22,1241397607,1241397607,1,2,0
37029412@N00,329,20,1360723266,1360723266,1,1,0
37346774@N00,330,23,1371487397,1371487397,1,1,0
37346774@N00,331,23,1371534974,1371534979,2,1,5
37346774@N00,332,8,1371635459,1371635459,1,1,0
38227973@N07,333,20,1367627230,1367627230,1,1,0
38235150@N00,334,2,1189538238,1189545922,4,3,7684
38235150@N00,334,1,1189539191,1189543810,7,3,4619
38235150@N00,334,8,1189552698,1189552698,1,3,0
38235150@N00,335,20,1239082935,1239085754,2,1,2819
39294044@N00,336,7,1180005162,1180005162,1,1,0
39294044@N00,337,21,1181027111,1181027111,1,1,0
39294044@N00,338,21,1293801313,1293808524,3,1,7211
39471887@N06,339,1,1351472128,1351472128,1,1,0
39952962@N00,340,1,1224192077,1224196123,18,2,4046
39952962@N00,340,2,1224191657,1224191657,1,2,0
39952962@N00,341,20,1225425192,1225425192,1,1,0
39952962@N00,342,8,1364374494,1364374665,2,1,171
39975399@N00,343,1,1288055691,1288065023,3,1,9332
40037997@N02,344,23,1270792492,1270792684,2,2,192
40037997@N02,344,20,1270796832,1270796832,1,2,0
40037997@N02,345,27,1294627913,1294627913,1,1,0
40295335@N00,346,20,1343555111,1343558023,5,1,2912
40461160@N00,347,20,1081417538,1081417538,1,1,0
40461160@N00,348,1,1142144488,1142148887,3,2,4399
40461160@N00,348,2,1142158695,1142159488,2,2,793
40461160@N00,349,2,1142397604,1142397642,2,1,38
40461160@N00,350,20,1144508335,1144508335,1,1,0
40461160@N00,351,1,1147401096,1147401096,1,2,0
40461160@N00,351,2,1147401162,1147401248,2,2,86
40461160@N00,352,2,1147689118,1147689118,1,1,0
40461160@N00,353,2,1147896316,1147896316,1,1,0
40461160@N00,354,24,1153900313,1153900313,1,1,0
40524562@N00,355,6,1368781696,1368782677,2,1,981
40689324@N00,356,20,1321698180,1321698180,1,1,0
40741666@N05,357,5,1284693946,1284694438,4,1,492
40772617@N07,358,20,1186799386,1186799913,3,2,527
40772617@N07,358,8,1186790666,1186790666,1,2,0
40866968@N06,359,6,1343187555,1343207568,62,1,20013
41392618@N06,360,5,1388052079,1388052553,2,1,474
41392618@N06,361,8,1388107189,1388113040,8,2,5851
41392618@N06,361,1,1388121998,1388129254,11,2,7256
41445350@N00,362,24,1246633150,1246633150,1,1,0
41786434@N04,363,19,1279352167,1279352809,2,1,642
41786434@N04,364,18,1280100927,1280100927,1,1,0
41786434@N04,365,7,1355482964,1355482964,1,1,0
41819939@N00,366,21,1111191061,1111191061,1,1,0
41819939@N00,367,8,1112935744,1112935744,3,1,0
41819939@N00,368,8,1121386025,1121386047,2,1,22
41894166489@N01,369,21,1351219367,1351219367,1,1,0
41894166489@N01,370,21,1351308314,1351308314,1,2,0
41894166489@N01,370,20,1351308394,1351308394,1,2,0
41894166489@N01,371,1,1351385507,1351400682,6,1,15175
41894168898@N01,372,8,1379058797,1379058797,1,1,0
42078772@N00,373,8,1289029840,1289030099,2,1,259
42078772@N00,374,21,1318545192,1318555803,3,1,10611
42078772@N00,375,21,1331857113,1331857113,1,1,0
42078772@N00,376,22,1336127186,1336127186,1,1,0
42078772@N00,377,21,1348203541,1348203541,1,1,0
42117243@N00,378,20,1212045726,1212047821,12,1,2095
42117243@N00,379,4,1212104256,1212133029,126,1,28773
42117243@N00,380,22,1212304875,1212307259,30,2,2384
42117243@N00,380,8,1212296415,1212297333,20,2,918
42620619@N05,381,25,1270554260,1270554260,1,1,0
42620619@N05,382,6,1274874002,1274874002,1,1,0
42740044@N05,383,5,1364029267,1364029267,1,1,0
43113903@N00,384,24,1334387323,1334390812,3,1,3489
43113903@N00,385,21,1348837503,1348837503,1,1,0
43113903@N00,386,24,1355737786,1355738739,2,1,953
43113903@N00,387,22,1359625553,1359631666,18,1,6113
43113903@N00,388,24,1360847449,1360848151,2,1,702
43113903@N00,389,28,1361006093,1361006093,1,2,0
43113903@N00,389,21,1361012902,1361012902,1,2,0
43113903@N00,390,21,1361278255,1361278255,1,1,0
43113903@N00,391,21,1366203889,1366203889,1,1,0
43113903@N00,392,21,1366452611,1366452611,1,1,0
43113903@N00,393,24,1372493037,1372493037,1,1,0
43515091@N08,394,8,1257976129,1257976129,1,1,0
43742518@N03,395,21,1317982683,1317983181,5,1,498
43742518@N03,396,7,1319963023,1319964394,18,1,1371
43742518@N03,397,10,1365051736,1365053172,21,1,1436
43742518@N03,398,3,1378627634,1378629958,7,2,2324
43742518@N03,398,10,1378630726,1378630726,1,2,0
43742518@N03,399,3,1380955932,1380958097,8,1,2165
43742518@N03,400,8,1387087756,1387087756,1,2,0
43742518@N03,400,7,1387106282,1387108685,12,2,2403
43742518@N03,401,7,1387801568,1387801568,1,1,0
43749456@N05,402,6,1366698563,1366705027,6,4,6464
43749456@N05,402,15,1366673070,1366673714,2,4,644
43749456@N05,402,1,1366688863,1366691669,4,4,2806
43749456@N05,402,8,1366679297,1366679297,1,4,0
43754375@N00,403,21,1385196357,1385204028,10,1,7671
43754375@N00,404,18,1385255097,1385255097,1,1,0
43754375@N00,405,5,1385371530,1385372282,6,1,752
43754375@N00,406,20,1385601000,1385601000,1,1,0
43935389368@N01,407,6,1378117845,1378117845,1,1,0
43935389368@N01,408,6,1378353135,1378370725,2,1,17590
43935389368@N01,409,6,1378439471,1378439471,1,1,0
44124291728@N01,410,20,1355029288,1355029288,1,2,0
44124291728@N01,410,21,1355030683,1355031145,2,2,462
44124291728@N01,411,6,1355210935,1355215730,7,1,4795
44124291728@N01,412,8,1355287787,1355288095,2,1,308
44124362019@N01,413,10,1219798344,1219798455,3,2,111
