userID,trajID,poiID,startTime,endTime,#photo,trajLen,poiDuration
12982579@N00,90,25,1347782320,1347782515,4,5,195
12982579@N00,90,28,1347793220,1347793220,1,5,0
12982579@N00,90,26,1347771779,1347782080,26,5,10301
13286453@N00,91,16,1329805707,1329805707,1,1,0
13286453@N00,92,21,1371295331,1371295331,1,2,0
13286453@N00,92,16,1371296194,1371296239,2,2,45
13292225@N00,93,16,1279960956,1279960956,1,2,0
13292225@N00,93,2,1279959833,1279961263,4,2,1430
13447325@N07,94,2,1276302359,1276313418,3,1,11059
13523064@N03,95,10,1305538244,1305538244,1,1,0
13632620@N00,96,20,1228523350,1228523350,1,1,0
13808905@N02,97,28,1191079439,1191080768,27,1,1329
14023865@N06,98,29,1238639624,1238639624,1,1,0
14023865@N06,99,16,1361602096,1361602096,1,1,0
14041179@N00,100,28,1290335330,1290335330,1,1,0
14057878@N00,101,13,1195994901,1195995502,8,2,601
14057878@N00,101,7,1195993998,1195994036,2,2,38
14057878@N00,102,16,1235889117,1235891197,4,1,2080
14057878@N00,103,1,1247227672,1247232450,73,1,4778
14057878@N00,104,1,1292675197,1292679795,38,1,4598
14057878@N00,105,28,1318327895,1318337075,53,1,9180
14057878@N00,106,9,1351946901,1351954562,84,1,7661
14086506@N02,107,2,1247878361,1247878504,2,6,143
14086506@N02,107,21,1247890053,1247890053,1,6,0
14086506@N02,107,16,1247880806,1247882058,3,6,1252
14086506@N02,107,12,1247889132,1247889274,2,6,142
14086506@N02,107,14,1247893451,1247893517,2,6,66
14086506@N02,107,1,1247883009,1247885386,6,6,2377
14161458@N00,108,13,1149341644,1149341644,1,1,0
14161458@N00,109,13,1149509265,1149513256,10,1,3991
14332784@N05,110,15,1354946720,1354946720,1,1,0
14332784@N05,111,11,1354978282,1354987252,2,1,8970
14578360@N00,112,10,1113990024,1113990024,1,1,0
14578360@N00,113,9,1114766236,1114766236,1,1,0
14578360@N00,114,10,1115190673,1115190723,2,1,50
14578360@N00,115,1,1146484585,1146492253,19,1,7668
14578360@N00,116,1,1150028225,1150034388,15,1,6163
14578360@N00,117,26,1155540201,1155540592,2,2,391
14578360@N00,117,25,1155535289,1155535289,1,2,0
14578360@N00,118,1,1157545107,1157549086,15,1,3979
14578360@N00,119,10,1177991090,1177991090,1,3,0
14578360@N00,119,9,1177988734,1177990642,5,3,1908
14578360@N00,119,15,1177993043,1177996897,18,3,3854
14578360@N00,120,15,1190384963,1190402591,24,1,17628
14578360@N00,121,15,1197334821,1197334821,1,1,0
14578360@N00,122,15,1197650142,1197650142,1,2,0
14578360@N00,122,9,1197638457,1197646445,11,2,7988
14628725@N07,123,15,1214466673,1214466673,1,1,0
14628725@N07,124,15,1215082429,1215082429,1,1,0
14628725@N07,125,10,1215172760,1215172760,1,1,0
14628725@N07,126,15,1217077394,1217077394,1,1,0
14628725@N07,127,10,1219409316,1219409316,1,1,0
14628725@N07,128,15,1226200259,1226200259,1,1,0
14628725@N07,129,10,1229263547,1229263547,1,1,0
14628725@N07,130,15,1234101997,1234102935,5,1,938
14628725@N07,131,15,1237874041,1237874041,1,1,0
14628725@N07,132,10,1243517709,1243517709,1,2,0
14628725@N07,132,26,1243520903,1243520903,1,2,0
14628725@N07,133,25,1243754978,1243755536,3,1,558
14683455@N00,134,2,1250049648,1250049648,1,1,0
14683455@N00,135,2,1311824672,1311825889,80,1,1217
14761813@N00,136,1,1149049935,1149050175,2,1,240
14766679@N00,137,21,1136732773,1136733513,3,1,740
14779684@N08,138,29,1274620547,1274620547,1,1,0
14867874@N04,139,16,1214735825,1214741395,5,1,5570
14867874@N04,140,27,1237514187,1237515000,7,1,813
14929150@N08,141,8,1211928984,1211928984,1,1,0
15034392@N03,142,19,1255059976,1255059976,1,2,0
15034392@N03,142,11,1255050582,1255050582,1,2,0
15034392@N03,143,2,1255111682,1255111682,1,1,0
15058166@N06,144,13,1280475765,1280475765,1,1,0
15086444@N00,145,15,1315619975,1315619975,1,1,0
15111621@N05,146,20,1252052558,1252052558,1,2,0
15111621@N05,146,11,1252043757,1252043757,1,2,0
15209914@N04,147,26,1219054397,1219054397,1,1,0
15209914@N04,148,13,1264921056,1264921056,1,1,0
15209914@N04,149,13,1266408386,1266408386,1,1,0
15209914@N04,150,17,1274080778,1274080778,1,1,0
16069488@N00,151,1,1316550910,1316551363,3,1,453
16069488@N00,152,1,1316595619,1316595830,5,2,211
16069488@N00,152,29,1316592103,1316592103,1,2,0
16177445@N00,153,14,1192942532,1192942582,2,1,50
16312054@N06,154,16,1249893317,1249893666,14,5,349
16312054@N06,154,21,1249893760,1249894321,6,5,561
16312054@N06,154,20,1249889615,1249889615,1,5,0
16312054@N06,154,12,1249889035,1249889420,14,5,385
16312054@N06,154,1,1249894177,1249894709,8,5,532
16312054@N06,155,17,1250060312,1250063923,4,2,3611
16312054@N06,155,27,1250064549,1250066513,14,2,1964
16324044@N00,156,21,1178433687,1178438227,2,1,4540
16497759@N07,157,11,1331259666,1331259666,1,3,0
16497759@N07,157,28,1331260268,1331260268,1,3,0
16497759@N07,157,19,1331253935,1331253935,1,3,0
16497759@N07,158,22,1331341655,1331341655,1,2,0
16497759@N07,158,28,1331351202,1331354569,2,2,3367
16516058@N03,159,2,1348641046,1348641046,1,5,0
16516058@N03,159,16,1348620411,1348621701,3,5,1290
16516058@N03,159,21,1348640497,1348640497,1,5,0
16516058@N03,159,1,1348620083,1348620083,1,5,0
16516058@N03,159,12,1348617243,1348617758,4,5,515
16608296@N00,160,15,1282645719,1282645719,1,1,0
16608296@N00,161,2,1283130018,1283130132,3,1,114
16608296@N00,162,20,1334724844,1334724844,1,1,0
16608296@N00,163,15,1334817710,1334817710,1,1,0
16608296@N00,164,28,1335352011,1335352011,1,1,0
16608296@N00,165,15,1340861717,1340861717,1,1,0
16608296@N00,166,15,1341441620,1341441620,1,1,0
16608296@N00,167,9,1346299450,1346299450,1,1,0
16608296@N00,168,2,1346560546,1346560546,1,2,0
16608296@N00,168,12,1346562249,1346562249,1,2,0
16608296@N00,169,19,1346995011,1346995011,1,1,0
16608296@N00,170,16,1347064623,1347064623,1,1,0
16792567@N08,171,1,1379740483,1379740516,4,1,33
16806467@N08,172,22,1257420660,1257421673,63,1,1013
16857543@N07,173,15,1125500400,1125500400,23,1,0
16857543@N07,174,15,1148108565,1148109198,5,1,633
16857543@N07,175,15,1148140492,1148140492,1,1,0
17306001@N00,176,16,1334900048,1334900078,2,2,30
17306001@N00,176,21,1334900329,1334900329,1,2,0
17306001@N00,177,1,1359675487,1359675487,1,2,0
17306001@N00,177,16,1359676695,1359706207,14,2,29512
17358831@N00,178,16,1237459303,1237459303,1,3,0
17358831@N00,178,28,1237443911,1237443911,1,3,0
17358831@N00,178,11,1237444104,1237445421,4,3,1317
17424601@N00,179,21,1183265543,1183267596,3,3,2053
17424601@N00,179,1,1183258162,1183258162,1,3,0
17424601@N00,179,2,1183258316,1183258316,1,3,0
17486742@N00,180,21,1069317675,1069317727,2,1,52
17486742@N00,181,21,1125920498,1125920498,1,1,0
17486742@N00,182,16,1251941416,1251941416,1,1,0
17486742@N00,183,22,1319855508,1319856227,2,1,719
17643132@N00,184,16,1310166562,1310170677,6,4,4115
17643132@N00,184,2,1310165808,1310166105,9,4,297
17643132@N00,184,21,1310166349,1310166453,2,4,104
17643132@N00,184,13,1310154794,1310157275,49,4,2481
17774272@N00,185,13,1253144069,1253146380,19,1,2311
17774272@N00,186,11,1273965931,1273966261,10,2,330
17774272@N00,186,16,1273969298,1273969650,2,2,352
18284788@N00,187,16,1167302272,1167302272,1,2,0
18284788@N00,187,21,1167306336,1167318615,6,2,12279
18356888@N00,188,15,1114135050,1114135050,1,1,0
18356888@N00,189,15,1246521992,1246521992,1,1,0
18395063@N00,190,25,1374229248,1374229248,1,1,0
18502987@N00,191,16,1218249106,1218249106,1,1,0
18502987@N00,192,11,1281659237,1281659237,1,1,0
18502987@N00,193,22,1281752196,1281755578,3,1,3382
18502987@N00,194,22,1286973536,1286973670,5,1,134
18502987@N00,195,2,1327327278,1327327278,1,1,0
18502987@N00,196,28,1327815822,1327815822,1,1,0
18502987@N00,197,16,1332666765,1332666765,1,1,0
18502987@N00,198,28,1358549522,1358549522,1,1,0
18502987@N00,199,28,1358815078,1358815078,1,1,0
18502987@N00,200,28,1358850747,1358850747,1,1,0
18502987@N00,201,20,1360934697,1360934697,1,1,0
18502987@N00,202,28,1369700585,1369700587,2,2,2
18502987@N00,202,20,1369700567,1369700608,3,2,41
19368712@N00,203,10,1175436405,1175436405,1,1,0
19368712@N00,204,16,1210511049,1210511376,2,1,327
19368712@N00,205,1,1210955431,1210959059,3,2,3628
19368712@N00,205,10,1210948374,1210948374,1,2,0
19368712@N00,206,10,1211459459,1211462988,2,1,3529
19368712@N00,207,15,1211614324,1211614324,1,1,0
19368712@N00,208,15,1213504997,1213523654,5,1,18657
19368712@N00,209,1,1216393814,1216402130,6,1,8316
19368712@N00,210,16,1218887579,1218887579,1,1,0
19368712@N00,211,15,1222503055,1222503385,3,1,330
19368712@N00,212,20,1222584491,1222584672,2,1,181
19368712@N00,213,1,1227372769,1227379472,6,1,6703
19368712@N00,214,19,1229839569,1229839569,1,2,0
19368712@N00,214,2,1229848701,1229848701,1,2,0
19368712@N00,215,12,1231518549,1231523648,4,1,5099
19368712@N00,216,1,1231949778,1231949778,1,2,0
19368712@N00,216,15,1231944131,1231944507,3,2,376
19368712@N00,217,19,1234261193,1234261193,1,2,0
19368712@N00,217,13,1234246658,1234246954,3,2,296
19368712@N00,218,15,1234343688,1234343688,1,2,0
19368712@N00,218,10,1234335060,1234335148,2,2,88
19368712@N00,219,20,1234629181,1234629181,1,2,0
19368712@N00,219,2,1234629212,1234629212,1,2,0
19368712@N00,220,7,1239423072,1239423072,1,1,0
19368712@N00,221,12,1242486721,1242490639,2,1,3918
19368712@N00,222,2,1243656197,1243656197,1,1,0
19368712@N00,223,11,1244815089,1244815089,1,1,0
19368712@N00,224,10,1244866228,1244866228,1,1,0
19368712@N00,225,25,1246170181,1246172900,14,1,2719
19368712@N00,226,1,1250957531,1250957531,1,1,0
19368712@N00,227,12,1255794865,1255802164,5,1,7299
19368712@N00,228,1,1256478538,1256481745,5,1,3207
19368712@N00,229,10,1256543932,1256543932,1,1,0
19368712@N00,230,1,1256923233,1256923233,1,1,0
19368712@N00,231,11,1257443758,1257443758,1,1,0
19368712@N00,232,10,1258375221,1258375447,2,1,226
19368712@N00,233,1,1262278220,1262289790,15,1,11570
19414697@N00,234,20,1325561982,1325561982,1,1,0
19774989@N07,235,15,1199113200,1199113200,1,1,0
20344209@N00,236,2,1182290081,1182290356,2,2,275
20344209@N00,236,12,1182291171,1182291316,2,2,145
20416503@N00,237,19,1237535440,1237541629,7,1,6189
20483509@N00,238,9,1300606816,1300606816,1,3,0
20483509@N00,238,26,1300608115,1300608115,1,3,0
20483509@N00,238,2,1300611802,1300611802,1,3,0
20537795@N00,239,19,1342051185,1342051185,1,1,0
20537795@N00,240,16,1342130846,1342130846,1,1,0
20545573@N00,241,25,1240629095,1240629095,1,2,0
20545573@N00,241,26,1240628624,1240639118,22,2,10494
20545573@N00,242,16,1277031630,1277031630,1,1,0
20545573@N00,243,2,1285419384,1285419384,1,1,0
20793338@N07,244,20,1225604732,1225604732,1,1,0
20885015@N05,245,2,1283413891,1283413891,1,1,0
20901357@N05,246,21,1114873200,1114873200,1,1,0
20958272@N00,247,26,1239069428,1239071499,6,1,2071
21047061@N04,248,2,1176474123,1176474123,1,3,0
21047061@N04,248,16,1176458605,1176458605,1,3,0
21047061@N04,248,1,1176458596,1176458596,1,3,0
21116747@N02,249,2,1277488817,1277488906,3,2,89
21116747@N02,249,21,1277488570,1277488570,1,2,0
21116747@N02,250,2,1277647327,1277647327,1,1,0
21117297@N00,251,2,1282204326,1282219175,5,1,14849
21117297@N00,252,2,1282261013,1282261021,2,1,8
21117297@N00,253,21,1282449541,1282450348,4,2,807
21117297@N00,253,1,1282447099,1282447219,2,2,120
21117297@N00,254,16,1282482361,1282482361,1,1,0
21128947@N00,255,1,1333765453,1333765453,1,1,0
21245928@N00,256,13,1365231654,1365231654,1,1,0
21248348@N06,257,10,904575600,904575600,13,1,0
21248348@N06,258,10,978274800,978274800,4,1,0
21248348@N06,259,10,999270000,999270000,8,1,0
21248348@N06,260,10,1009810800,1009810800,7,1,0
21248348@N06,261,10,1012210521,1012210521,1,1,0
21248348@N06,262,10,1012489200,1012489200,27,1,0
21248348@N06,263,10,1013872299,1013872299,1,1,0
21248348@N06,264,10,1014191105,1014191105,1,1,0
21248348@N06,265,10,1033398000,1033398000,1,1,0
21248348@N06,266,10,1034242648,1034242648,1,1,0
21248348@N06,267,10,1034761050,1034761050,1,1,0
21248348@N06,268,10,1036076400,1036076400,1,1,0
21248348@N06,269,10,1041346800,1041346800,10,1,0
21248348@N06,270,15,1062342000,1062342000,6,1,0
21248348@N06,271,1,1066961122,1066961122,1,1,0
21248348@N06,272,1,1067004000,1067004052,52,1,52
21248348@N06,273,1,1076680800,1076680825,26,1,25
21248348@N06,274,1,1082728800,1082728874,75,1,74
21248348@N06,275,15,1095343200,1095343245,46,1,45
21248348@N06,276,10,1104505200,1104505200,1,1,0
21248348@N06,277,10,1105534997,1105534997,1,1,0
21248348@N06,278,1,1107525603,1107525665,63,1,62
21248348@N06,279,15,1116610633,1116610633,1,1,0
21248348@N06,280,1,1117807200,1117807225,26,1,25
21248348@N06,281,15,1118569286,1118569286,1,1,0
21248348@N06,282,15,1118843151,1118847519,40,1,4368
21248348@N06,283,10,1125500400,1125500400,1,1,0
21248348@N06,284,15,1126623398,1126628790,11,1,5392
21248348@N06,285,10,1126676338,1126677704,4,1,1366
21248348@N06,286,15,1126707750,1126719433,6,1,11683
21248348@N06,287,15,1126790576,1126804286,26,1,13710
21248348@N06,288,1,1129816800,1129816802,3,1,2
21248348@N06,289,10,1130770800,1130770800,3,1,0
21248348@N06,290,1,1133877600,1133877647,48,1,47
21248348@N06,291,10,1139324196,1139324708,8,1,512
21248348@N06,292,1,1139667940,1139683454,116,1,15514
21248348@N06,293,10,1139916305,1139921900,16,1,5595
21248348@N06,294,10,1141125297,1141129592,14,1,4295
21248348@N06,295,10,1141731262,1141734788,14,1,3526
21248348@N06,296,15,1165653324,1165653324,1,1,0
21248348@N06,297,10,1167577200,1167577200,1,1,0
21248348@N06,298,11,1170424800,1170424811,12,1,11
21248348@N06,299,11,1172774352,1172774352,1,1,0
21248348@N06,300,11,1172859106,1172866238,40,1,7132
21248348@N06,301,10,1187261805,1187261858,4,1,53
21248348@N06,302,10,1190397454,1190397488,3,1,34
21248348@N06,303,15,1213500378,1213523818,24,1,23440
21248348@N06,304,10,1222786800,1222786800,9,1,0
21248348@N06,305,11,1225459343,1225478230,39,1,18887
21248348@N06,306,11,1232546394,1232557257,25,1,10863
21248348@N06,307,11,1235138400,1235138404,9,1,4
21248348@N06,308,11,1243138920,1243138923,2,1,3
21248348@N06,309,10,1254899376,1254903713,8,1,4337
21248348@N06,310,10,1255857327,1255862305,40,1,4978
21248348@N06,311,11,1256997600,1257016595,124,1,18995
21248348@N06,312,10,1258095820,1258096134,2,1,314
21248348@N06,313,10,1258810496,1258812897,12,1,2401
21248348@N06,314,21,1259421483,1259431187,71,1,9704
21248348@N06,315,10,1264970022,1264970022,1,1,0
21248348@N06,316,1,1265142433,1265142433,1,1,0
21248348@N06,317,10,1265362090,1265364192,9,1,2102
21248348@N06,318,1,1265435510,1265435510,1,1,0
21248348@N06,319,1,1265608211,1265608211,1,1,0
21248348@N06,320,1,1267883090,1267898785,105,1,15695
21248348@N06,321,1,1268030479,1268030542,15,1,63
21248348@N06,322,10,1269501628,1269502212,5,1,584
21248348@N06,323,11,1276440916,1276450687,23,1,9771
21248348@N06,324,10,1283776681,1283776681,1,1,0
21248348@N06,325,9,1284430519,1284436900,8,2,6381
21248348@N06,325,10,1284431640,1284440565,6,2,8925
21248348@N06,326,10,1286295362,1286297392,16,1,2030
21248348@N06,327,11,1288263439,1288263439,1,1,0
21248348@N06,328,11,1288389732,1288465887,244,1,76155
21248348@N06,329,10,1289448345,1289454777,19,1,6432
21248348@N06,330,10,1290251497,1290255052,17,1,3555
21248348@N06,331,10,1295344308,1295345605,2,1,1297
21248348@N06,332,12,1295621178,1295635056,48,1,13878
21248348@N06,333,12,1295777788,1295777788,1,1,0
21248348@N06,334,1,1299132547,1299134415,4,1,1868
21248348@N06,335,1,1299309679,1299349522,153,1,39843
21248348@N06,336,10,1303754790,1303754790,1,1,0
21248348@N06,337,12,1312162150,1312162150,1,1,0
21283177@N00,338,19,1272332422,1272332422,1,1,0
21437097@N00,339,12,1280310921,1280310921,1,1,0
21439390@N00,340,21,1263435909,1263435909,1,1,0
21551510@N05,341,16,1303703016,1303703016,1,1,0
21551510@N05,342,12,1320398324,1320398324,1,1,0
21551510@N05,343,1,1325737825,1325737825,1,1,0
21551510@N05,344,11,1336185714,1336190343,2,1,4629
21551510@N05,345,2,1339735760,1339735760,1,2,0
21551510@N05,345,21,1339731535,1339731535,1,2,0
21551510@N05,346,21,1342154326,1342154396,2,1,70
21551510@N05,347,21,1342522623,1342522623,1,1,0
21551510@N05,348,1,1343270113,1343270113,1,1,0
21551510@N05,349,1,1343565288,1343565288,1,1,0
21551510@N05,350,21,1343636258,1343643292,3,1,7034
21551510@N05,351,1,1343717437,1343718331,2,1,894
21551510@N05,352,2,1343828037,1343828037,1,1,0
21551510@N05,353,1,1347235242,1347235242,1,1,0
21551510@N05,354,11,1349063760,1349064279,2,1,519
21551510@N05,355,15,1349685604,1349685604,1,1,0
21551510@N05,356,1,1353324242,1353324283,2,1,41
21551510@N05,357,11,1353494505,1353494505,1,1,0
21551510@N05,358,16,1355974256,1355974256,1,1,0
21551510@N05,359,16,1357789366,1357789366,1,1,0
21551510@N05,360,20,1358500801,1358500801,1,1,0
21551510@N05,361,25,1358910294,1358910294,1,1,0
21551510@N05,362,11,1361198400,1361198400,1,1,0
21551510@N05,363,26,1362220451,1362220451,1,1,0
21551510@N05,364,10,1362387469,1362387469,1,1,0
21551510@N05,365,6,1364715100,1364715100,1,1,0
21551510@N05,366,15,1366368602,1366368602,1,1,0
21551510@N05,367,22,1367278943,1367283535,3,1,4592
21551510@N05,368,1,1367639382,1367639382,1,1,0
21551510@N05,369,12,1377771190,1377771190,1,1,0
21551510@N05,370,21,1378891545,1378891545,1,1,0
21551510@N05,371,16,1379580248,1379580248,1,1,0
21551510@N05,372,19,1381201389,1381201389,1,1,0
21551510@N05,373,1,1382273317,1382273317,1,1,0
21551510@N05,374,21,1384418946,1384418946,1,1,0
21551510@N05,375,1,1384818462,1384818462,1,1,0
21551510@N05,376,1,1385340409,1385340409,1,1,0
21551510@N05,377,2,1386318144,1386318144,1,1,0
21551510@N05,378,16,1386733292,1386733292,1,1,0
21551510@N05,379,2,1390603815,1390603815,1,1,0
21551510@N05,380,19,1392784742,1392784742,1,1,0
21595257@N06,381,8,1353727326,1353738475,49,1,11149
21818828@N00,382,21,1353722382,1353722382,1,1,0
21818828@N00,383,1,1367942087,1367942087,1,1,0
21818828@N00,384,21,1390153359,1390153359,1,1,0
22017657@N05,385,16,1172674800,1172674800,214,1,0
22087304@N07,386,26,1222786800,1222786800,4,1,0
22087304@N07,387,10,1225465200,1225465200,3,4,0
22087304@N07,387,9,1225465200,1225465200,1,4,0
22087304@N07,387,21,1225465200,1225465200,10,4,0
22087304@N07,387,2,1225465200,1225465200,3,4,0
22087304@N07,388,25,1230735600,1230735600,1,1,0
22087304@N07,389,27,1238511600,1238511600,1,1,0
22087304@N07,390,26,1254322800,1254322800,1,1,0
22087304@N07,391,16,1257001200,1257001200,2,3,0
22087304@N07,391,26,1257001200,1257001200,4,3,0
22087304@N07,391,21,1257001200,1257001200,9,3,0
22087304@N07,392,26,1259383484,1259383484,1,1,0
22087304@N07,393,25,1259593200,1259593200,1,2,0
22087304@N07,393,26,1259593200,1259593200,2,2,0
22087304@N07,394,26,1260603510,1260603510,1,1,0
22087304@N07,395,26,1262271600,1262271600,1,2,0
22087304@N07,395,27,1262271600,1262271600,4,2,0
22087304@N07,396,22,1264950000,1264950000,8,2,0
22087304@N07,396,25,1264950000,1264950000,5,2,0
22087304@N07,397,26,1267369200,1267369200,1,1,0
22087304@N07,398,26,1270047600,1270047600,5,1,0
22087304@N07,399,10,1272639600,1272639600,1,2,0
22087304@N07,399,27,1272639600,1272639600,1,2,0
22087304@N07,400,11,1275318000,1275318000,2,1,0
22087304@N07,401,11,1276314217,1276314398,2,1,181
22087304@N07,402,27,1285858800,1285858800,3,3,0
22087304@N07,402,26,1285858800,1285858800,3,3,0
22087304@N07,402,17,1285858800,1285858800,1,3,0
22087304@N07,403,15,1291129200,1291129200,2,3,0
22087304@N07,403,26,1291129200,1291129200,5,3,0
22087304@N07,403,25,1291129200,1291129200,2,3,0
22087304@N07,404,10,1292138409,1292138409,1,1,0
22087304@N07,405,20,1293807600,1293807600,1,2,0
22087304@N07,405,2,1293807600,1293807600,57,2,0
22087304@N07,406,2,1296103748,1296113624,2,1,9876
22087304@N07,407,1,1304175600,1304175600,1,1,0
22087304@N07,408,21,1322665200,1322665200,2,1,0
22087304@N07,409,7,1325343600,1325343600,1,1,0
22087304@N07,410,7,1333206000,1333206000,1,1,0
22087304@N07,411,1,1356966000,1356966000,1,1,0
22087304@N07,412,11,1396340372,1396360240,7,1,19868
22087304@N07,413,11,1397385085,1397385085,1,1,0
22583315@N08,414,10,1370125548,1370125912,5,2,364
