photoID,userID,dateTaken,poiID,poiTheme,poiFreq,seqID
13895790293,123434952@N02,1384411722,8,Park,1307,17
13895789313,123434952@N02,1384412061,8,Park,1307,17
13895788503,123434952@N02,1384412089,8,Park,1307,17
13895715895,123434952@N02,1384416641,8,Park,1307,17
9613319293,12384872@N08,1374801995,8,Park,1307,18
6616994197,12452841@N00,1324904857,20,Entertainment,514,19
6616997441,12452841@N00,1324904903,20,Entertainment,514,19
6619897675,12452841@N00,1325024811,20,Entertainment,514,20
6619899599,12452841@N00,1325024885,20,Entertainment,514,20
6619939051,12452841@N00,1325030101,27,Entertainment,3,20
14009003964,12452841@N00,1397810972,21,Entertainment,297,21
14005362371,12452841@N00,1397818056,21,Entertainment,297,21
13990908556,12452841@N00,1397870041,20,Entertainment,514,22
14010827092,12452841@N00,1397870046,20,Entertainment,514,22
14034025453,12452841@N00,1397870059,20,Entertainment,514,22
14014026895,12452841@N00,1397870096,20,Entertainment,514,22
14034024753,12452841@N00,1397870125,20,Entertainment,514,22
14014026235,12452841@N00,1397870132,20,Entertainment,514,22
14014023645,12452841@N00,1397880139,24,Entertainment,126,22
14010822392,12452841@N00,1397880207,24,Entertainment,126,22
14010821922,12452841@N00,1397880329,24,Entertainment,126,22
14014022525,12452841@N00,1397880438,21,Entertainment,297,22
14010831381,12452841@N00,1397880534,21,Entertainment,297,22
14034017373,12452841@N00,1397882194,21,Entertainment,297,22
14014472224,12452841@N00,1397882517,21,Entertainment,297,22
14033998763,12452841@N00,1397904978,21,Entertainment,297,22
13990880706,12452841@N00,1397905206,21,Entertainment,297,22
14033997853,12452841@N00,1397905270,21,Entertainment,297,22
13990879356,12452841@N00,1397905286,21,Entertainment,297,22
14010797902,12452841@N00,1397905326,21,Entertainment,297,22
14014452354,12452841@N00,1397905762,21,Entertainment,297,22
14010796742,12452841@N00,1397906203,21,Entertainment,297,22
13990877896,12452841@N00,1397906217,21,Entertainment,297,22
14011115701,12452841@N00,1397986381,10,Park,412,23
13991187346,12452841@N00,1397986539,10,Park,412,23
14011116461,12452841@N00,1397986899,3,Amusement,599,23
14034306743,12452841@N00,1397987261,3,Amusement,599,23
14011120471,12452841@N00,1397988216,23,Entertainment,51,23
14034312933,12452841@N00,1397989105,20,Entertainment,514,23
14014316145,12452841@N00,1397989184,20,Entertainment,514,23
14011117392,12452841@N00,1397990484,21,Entertainment,297,23
14014772444,12452841@N00,1397990491,21,Entertainment,297,23
13991196756,12452841@N00,1397990504,21,Entertainment,297,23
14011118722,12452841@N00,1397990506,21,Entertainment,297,23
13991197826,12452841@N00,1397990513,21,Entertainment,297,23
14014318715,12452841@N00,1397990517,21,Entertainment,297,23
14034316443,12452841@N00,1397990710,21,Entertainment,297,23
14014319455,12452841@N00,1397990712,21,Entertainment,297,23
14011774382,12452841@N00,1398081594,21,Entertainment,297,24
14011767882,12452841@N00,1398128003,21,Entertainment,297,25
14014962045,12452841@N00,1398128846,21,Entertainment,297,25
14011774021,12452841@N00,1398128933,21,Entertainment,297,25
14011765672,12452841@N00,1398128938,21,Entertainment,297,25
14014960065,12452841@N00,1398129006,21,Entertainment,297,25
14015417234,12452841@N00,1398129018,21,Entertainment,297,25
14011764192,12452841@N00,1398129034,21,Entertainment,297,25
14014958495,12452841@N00,1398130973,21,Entertainment,297,25
14015412944,12452841@N00,1398132061,20,Entertainment,514,25
13991838366,12452841@N00,1398132127,20,Entertainment,514,25
14011767181,12452841@N00,1398132731,20,Entertainment,514,25
14015411664,12452841@N00,1398132752,20,Entertainment,514,25
14015411084,12452841@N00,1398135420,20,Entertainment,514,25
14034958633,12452841@N00,1398138152,20,Entertainment,514,25
14011765361,12452841@N00,1398138157,20,Entertainment,514,25
13991836156,12452841@N00,1398138272,20,Entertainment,514,25
14015409384,12452841@N00,1398138276,20,Entertainment,514,25
14034956953,12452841@N00,1398138324,20,Entertainment,514,25
14034956633,12452841@N00,1398138343,20,Entertainment,514,25
14011755362,12452841@N00,1398138362,20,Entertainment,514,25
14034955943,12452841@N00,1398138431,20,Entertainment,514,25
14034955553,12452841@N00,1398138438,20,Entertainment,514,25
14011754482,12452841@N00,1398138491,20,Entertainment,514,25
13991833486,12452841@N00,1398138513,20,Entertainment,514,25
14014948175,12452841@N00,1398141037,20,Entertainment,514,25
14011753012,12452841@N00,1398141365,20,Entertainment,514,25
6003549533,12455012@N00,1311751653,20,Entertainment,514,26
6003549955,12455012@N00,1311751826,20,Entertainment,514,26
6004181796,12455012@N00,1312029909,6,Amusement,660,27
6004182292,12455012@N00,1312030046,6,Amusement,660,27
6004182698,12455012@N00,1312031758,6,Amusement,660,27
9718234378,12505664@N00,1378794137,20,Entertainment,514,28
9933088714,12505664@N00,1380089934,20,Entertainment,514,29
3678685434,12527903@N00,1245553321,15,Historical,229,30
3670952821,12527903@N00,1245554558,15,Historical,229,30
3654003298,12527903@N00,1245554608,15,Historical,229,30
3656242351,12527903@N00,1245563625,6,Amusement,660,30
9200845184,12767075@N02,1372820162,6,Amusement,660,31
11317975234,12810816@N08,1386392662,7,Park,197,32
11317982904,12810816@N08,1386392698,7,Park,197,32
11318178713,12810816@N08,1386409033,7,Park,197,32
11318126496,12810816@N08,1386409187,7,Park,197,32
5211726517,13322960@N00,1290144238,8,Park,1307,33
5212326406,13322960@N00,1290144254,8,Park,1307,33
5211728405,13322960@N00,1290144809,8,Park,1307,33
5212328534,13322960@N00,1290147123,8,Park,1307,33
5212330426,13322960@N00,1290147754,8,Park,1307,33
5211731559,13322960@N00,1290147850,8,Park,1307,33
5211732067,13322960@N00,1290147901,8,Park,1307,33
5212332640,13322960@N00,1290148072,8,Park,1307,33
5211735645,13322960@N00,1290148160,8,Park,1307,33
5211737309,13322960@N00,1290148302,8,Park,1307,33
5211739269,13322960@N00,1290148341,8,Park,1307,33
5212340408,13322960@N00,1290148451,8,Park,1307,33
5212341760,13322960@N00,1290148581,8,Park,1307,33
5212344370,13322960@N00,1290148625,8,Park,1307,33
5212358906,13322960@N00,1290150031,8,Park,1307,33
5211760911,13322960@N00,1290150180,8,Park,1307,33
5212363670,13322960@N00,1290150609,8,Park,1307,33
5212364486,13322960@N00,1290151208,8,Park,1307,33
5212366032,13322960@N00,1290151433,8,Park,1307,33
5212367146,13322960@N00,1290151773,8,Park,1307,33
5211769377,13322960@N00,1290151828,8,Park,1307,33
5211770377,13322960@N00,1290151842,8,Park,1307,33
5211771365,13322960@N00,1290151920,8,Park,1307,33
5212372018,13322960@N00,1290152041,8,Park,1307,33
5212374078,13322960@N00,1290154274,8,Park,1307,33
5212375664,13322960@N00,1290154406,8,Park,1307,33
5212376976,13322960@N00,1290154445,8,Park,1307,33
5211778399,13322960@N00,1290154703,8,Park,1307,33
5211782549,13322960@N00,1290156388,8,Park,1307,33
5211798989,13322960@N00,1290166473,6,Amusement,660,33
5212399628,13322960@N00,1290166547,6,Amusement,660,33
5211801925,13322960@N00,1290167322,6,Amusement,660,33
5212402122,13322960@N00,1290167643,6,Amusement,660,33
5211804115,13322960@N00,1290167767,6,Amusement,660,33
5212404710,13322960@N00,1290168303,6,Amusement,660,33
5212406164,13322960@N00,1290168351,6,Amusement,660,33
5212407944,13322960@N00,1290168532,6,Amusement,660,33
5212409096,13322960@N00,1290168696,6,Amusement,660,33
5212409964,13322960@N00,1290169314,6,Amusement,660,33
5212411184,13322960@N00,1290169473,6,Amusement,660,33
5211813147,13322960@N00,1290169929,6,Amusement,660,33
5213682937,13322960@N00,1290218863,6,Amusement,660,34
5213684987,13322960@N00,1290218977,6,Amusement,660,34
2853076289,13715300@N06,1220838012,24,Entertainment,126,35
2859729527,13715300@N06,1221024529,8,Park,1307,36
2859730793,13715300@N06,1221024549,8,Park,1307,36
2859731817,13715300@N06,1221024567,8,Park,1307,36
2860559936,13715300@N06,1221024659,8,Park,1307,36
2860561400,13715300@N06,1221024799,8,Park,1307,36
2860562426,13715300@N06,1221024837,8,Park,1307,36
2860563212,13715300@N06,1221024880,8,Park,1307,36
2859737737,13715300@N06,1221024893,8,Park,1307,36
2859740751,13715300@N06,1221024901,8,Park,1307,36
2860569122,13715300@N06,1221025062,8,Park,1307,36
2860570794,13715300@N06,1221025160,8,Park,1307,36
2860572536,13715300@N06,1221025193,8,Park,1307,36
2860573910,13715300@N06,1221025209,8,Park,1307,36
2859748725,13715300@N06,1221025221,8,Park,1307,36
2860576936,13715300@N06,1221025237,8,Park,1307,36
2860578348,13715300@N06,1221025250,8,Park,1307,36
2859752207,13715300@N06,1221025276,8,Park,1307,36
2860580768,13715300@N06,1221025384,8,Park,1307,36
2860581812,13715300@N06,1221025390,8,Park,1307,36
2859756369,13715300@N06,1221025436,8,Park,1307,36
2859757477,13715300@N06,1221025469,8,Park,1307,36
2859758527,13715300@N06,1221025513,8,Park,1307,36
2860586490,13715300@N06,1221025516,8,Park,1307,36
2860587440,13715300@N06,1221025622,8,Park,1307,36
2860588826,13715300@N06,1221025641,8,Park,1307,36
2859762853,13715300@N06,1221025661,8,Park,1307,36
2859764111,13715300@N06,1221025673,8,Park,1307,36
2859766631,13715300@N06,1221025858,8,Park,1307,36
2860594778,13715300@N06,1221025948,8,Park,1307,36
2860595794,13715300@N06,1221026068,8,Park,1307,36
2859769545,13715300@N06,1221026160,8,Park,1307,36
2860597998,13715300@N06,1221026233,8,Park,1307,36
2859771587,13715300@N06,1221026297,8,Park,1307,36
2860600098,13715300@N06,1221026318,8,Park,1307,36
2859773959,13715300@N06,1221026371,8,Park,1307,36
2859775837,13715300@N06,1221026411,8,Park,1307,36
2860607658,13715300@N06,1221026472,8,Park,1307,36
2860608992,13715300@N06,1221026512,8,Park,1307,36
2860610626,13715300@N06,1221026539,8,Park,1307,36
2860611872,13715300@N06,1221026582,8,Park,1307,36
2860613002,13715300@N06,1221026594,8,Park,1307,36
2860614366,13715300@N06,1221026598,8,Park,1307,36
2860616196,13715300@N06,1221026678,8,Park,1307,36
2860617428,13715300@N06,1221026708,8,Park,1307,36
2859791453,13715300@N06,1221026760,8,Park,1307,36
2859792663,13715300@N06,1221026829,8,Park,1307,36
2860621668,13715300@N06,1221026888,8,Park,1307,36
2859795525,13715300@N06,1221026925,8,Park,1307,36
2860624434,13715300@N06,1221026969,8,Park,1307,36
2860625822,13715300@N06,1221027009,8,Park,1307,36
2860626878,13715300@N06,1221027078,8,Park,1307,36
2860627918,13715300@N06,1221027116,8,Park,1307,36
2859801363,13715300@N06,1221027176,8,Park,1307,36
2860630296,13715300@N06,1221027208,8,Park,1307,36
2859805203,13715300@N06,1221027288,8,Park,1307,36
2860634082,13715300@N06,1221027348,8,Park,1307,36
2860635566,13715300@N06,1221027424,8,Park,1307,36
2860637278,13715300@N06,1221027452,8,Park,1307,36
2859811449,13715300@N06,1221027495,8,Park,1307,36
2859812667,13715300@N06,1221027715,8,Park,1307,36
2859814091,13715300@N06,1221027757,8,Park,1307,36
2860642634,13715300@N06,1221027868,8,Park,1307,36
2860644186,13715300@N06,1221027930,8,Park,1307,36
2859817931,13715300@N06,1221027947,8,Park,1307,36
2860646422,13715300@N06,1221027983,8,Park,1307,36
2860647738,13715300@N06,1221028057,8,Park,1307,36
2860648934,13715300@N06,1221028101,8,Park,1307,36
2859822649,13715300@N06,1221028113,8,Park,1307,36
2860651144,13715300@N06,1221028125,8,Park,1307,36
2860652728,13715300@N06,1221028193,8,Park,1307,36
2859827941,13715300@N06,1221028206,8,Park,1307,36
2860656324,13715300@N06,1221028217,8,Park,1307,36
2860658428,13715300@N06,1221028285,8,Park,1307,36
2859832925,13715300@N06,1221028352,8,Park,1307,36
2860661422,13715300@N06,1221028398,8,Park,1307,36
2860662820,13715300@N06,1221028451,8,Park,1307,36
2859836583,13715300@N06,1221028507,8,Park,1307,36
2863071497,13715300@N06,1221125265,4,Amusement,512,37
2863906984,13715300@N06,1221125965,4,Amusement,512,37
2863074525,13715300@N06,1221126987,4,Amusement,512,37
2863075601,13715300@N06,1221127108,4,Amusement,512,37
2863910348,13715300@N06,1221127328,4,Amusement,512,37
2863911412,13715300@N06,1221127332,4,Amusement,512,37
2863912230,13715300@N06,1221127339,4,Amusement,512,37
2863080899,13715300@N06,1221127350,4,Amusement,512,37
2863081869,13715300@N06,1221127403,4,Amusement,512,37
2863916238,13715300@N06,1221127481,4,Amusement,512,37
2863083837,13715300@N06,1221127593,4,Amusement,512,37
2863918092,13715300@N06,1221127735,4,Amusement,512,37
2863085697,13715300@N06,1221127971,4,Amusement,512,37
2863920232,13715300@N06,1221128056,4,Amusement,512,37
2863921212,13715300@N06,1221128182,4,Amusement,512,37
2863089067,13715300@N06,1221128282,4,Amusement,512,37
2863090199,13715300@N06,1221128308,4,Amusement,512,37
2863091453,13715300@N06,1221128469,4,Amusement,512,37
2863925814,13715300@N06,1221128477,4,Amusement,512,37
2863093507,13715300@N06,1221128481,4,Amusement,512,37
2863927790,13715300@N06,1221128491,4,Amusement,512,37
2863095445,13715300@N06,1221128527,4,Amusement,512,37
2863096439,13715300@N06,1221128595,4,Amusement,512,37
2863930882,13715300@N06,1221128598,4,Amusement,512,37
2863098423,13715300@N06,1221128651,4,Amusement,512,37
2863099391,13715300@N06,1221129003,4,Amusement,512,37
2863100309,13715300@N06,1221129038,4,Amusement,512,37
2863934686,13715300@N06,1221134480,4,Amusement,512,37
8563128845,13897419@N02,1362101160,16,Historical,52,38
8569436451,13897419@N02,1362101280,16,Historical,52,38
8570533358,13897419@N02,1362101400,16,Historical,52,38
8576115740,13897419@N02,1362101520,16,Historical,52,38
8569437665,13897419@N02,1362101640,16,Historical,52,38
8575021117,13897419@N02,1362101760,16,Historical,52,38
8582924409,13897419@N02,1362102960,16,Historical,52,38
8582925239,13897419@N02,1362103080,16,Historical,52,38
8610775009,13897419@N02,1362108720,16,Historical,52,38
8698193828,13991984@N05,1367382112,8,Park,1307,39
9439234640,14003952@N04,1364936556,6,Amusement,660,40
9439234120,14003952@N04,1364936581,6,Amusement,660,40
9439233668,14003952@N04,1364936595,6,Amusement,660,40
9436452963,14003952@N04,1364936627,6,Amusement,660,40
9439232666,14003952@N04,1364936639,6,Amusement,660,40
9439232234,14003952@N04,1364936667,6,Amusement,660,40
9436451591,14003952@N04,1364936688,6,Amusement,660,40
9439231468,14003952@N04,1364936703,6,Amusement,660,40
9436450427,14003952@N04,1364936904,6,Amusement,660,40
9439230238,14003952@N04,1364936932,6,Amusement,660,40
9439229754,14003952@N04,1364936963,6,Amusement,660,40
9436449093,14003952@N04,1364937073,6,Amusement,660,40
9436448697,14003952@N04,1364937074,6,Amusement,660,40
9439228520,14003952@N04,1364937396,6,Amusement,660,40
9439227974,14003952@N04,1364937414,6,Amusement,660,40
9439227512,14003952@N04,1364937421,6,Amusement,660,40
9439223100,14003952@N04,1364946871,20,Entertainment,514,40
9439222674,14003952@N04,1364946876,20,Entertainment,514,40
9436441951,14003952@N04,1364947114,20,Entertainment,514,40
9436751937,14003952@N04,1364960626,5,Amusement,315,40
9439371544,14003952@N04,1364960626,5,Amusement,315,40
9439474052,14003952@N04,1364960626,5,Amusement,315,40
9436692737,14003952@N04,1364960627,5,Amusement,315,40
9439370954,14003952@N04,1364960627,5,Amusement,315,40
9439533092,14003952@N04,1364960627,5,Amusement,315,40
9436590271,14003952@N04,1364960629,5,Amusement,315,40
9436747865,14003952@N04,1364960629,5,Amusement,315,40
9439473322,14003952@N04,1364960629,5,Amusement,315,40
9436751443,14003952@N04,1364960770,5,Amusement,315,40
9439370038,14003952@N04,1364960770,5,Amusement,315,40
9439473030,14003952@N04,1364960770,5,Amusement,315,40
9439369650,14003952@N04,1364961664,6,Amusement,660,40
9439472770,14003952@N04,1364961664,6,Amusement,660,40
9439532636,14003952@N04,1364961664,6,Amusement,660,40
9436691653,14003952@N04,1364961972,6,Amusement,660,40
9436751087,14003952@N04,1364961972,6,Amusement,660,40
9439369332,14003952@N04,1364961972,6,Amusement,660,40
9436588823,14003952@N04,1364962007,6,Amusement,660,40
9439472286,14003952@N04,1364962007,6,Amusement,660,40
9439532248,14003952@N04,1364962007,6,Amusement,660,40
9439368570,14003952@N04,1364962012,6,Amusement,660,40
9439472084,14003952@N04,1364962012,6,Amusement,660,40
9439532074,14003952@N04,1364962012,6,Amusement,660,40
9436690953,14003952@N04,1364962018,6,Amusement,660,40
9436750555,14003952@N04,1364962018,6,Amusement,660,40
9439368258,14003952@N04,1364962018,6,Amusement,660,40
9436587025,14003952@N04,1364964870,20,Entertainment,514,40
9439471248,14003952@N04,1364964870,20,Entertainment,514,40
9439531314,14003952@N04,1364964870,20,Entertainment,514,40
4648408316,14224905@N08,1272525324,8,Park,1307,41
4622636452,14224905@N08,1272526567,8,Park,1307,41
8445174376,14224905@N08,1359967436,8,Park,1307,42
5692716628,14674202@N04,1304154004,6,Amusement,660,43
3430868867,15702545@N00,1239457241,18,Historical,305,44
6274245293,16501075@N00,1319340295,1,Amusement,886,45
6274245671,16501075@N00,1319340404,2,Amusement,253,45
6274350161,16501075@N00,1319340486,2,Amusement,253,45
3435040021,17155295@N00,1239067615,8,Park,1307,46
3435853118,17155295@N00,1239067812,8,Park,1307,46
3435052115,17155295@N00,1239067890,8,Park,1307,46
3435859954,17155295@N00,1239068986,8,Park,1307,46
3435862358,17155295@N00,1239071700,8,Park,1307,46
3435061361,17155295@N00,1239072468,8,Park,1307,46
3435874316,17155295@N00,1239072488,8,Park,1307,46
3435078053,17155295@N00,1239072577,8,Park,1307,46
3435081401,17155295@N00,1239072827,8,Park,1307,46
7805648210,17267375@N05,1345192052,20,Entertainment,514,47
113327395,17407749@N00,1099206009,1,Amusement,886,48
113233722,17407749@N00,1112664300,22,Entertainment,414,49
113233743,17407749@N00,1112664308,22,Entertainment,414,49
113233756,17407749@N00,1112664392,22,Entertainment,414,49
113233809,17407749@N00,1112699346,22,Entertainment,414,50
